,이름,포지션,출전,클린시트,실점,태클 횟수,태클 성공률,슛 블록 횟수,인터셉트 횟수,걷어내기 횟수,해딩 걷어내기 횟수,라인 밖으로 걷어내기 횟수,볼 소유권 가져오기 횟수,경합 승리,경합 실패,공중볼 경합 승리,공중볼 경합 패배,자책골,실점으로 이어진 실책,어시스트,패스 횟수,경기당 평균 패스 횟수,결정적 기회 창출 횟수,크로스 횟수,크로스 성공률,스루패스 횟수,긴 패스 성공률,경고,퇴장,반칙,옵사이드,골,해딩 골,오른발 골,왼발 골,골포스트,경기당 골,페널티킥 골,프리킥 골,슈팅 횟수,유효 수팅,슈팅 성공률,결정적 찬스 놓친 횟수,선방,페널티킥 선방,펀칭,공중볼 처리,캐칭,던지기 횟수,골킥
405,Emerson Hyndman ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
406,Pierre-Emile H첩jbjerg ,미드필더,33,,,80,61%,10,46,49,23,,326,210,178,55,43,,0,1,"1,823",55.24,0,27,33%,4,106,5,0,46,1,0,0,0,0,0,0,0,0,46,11,24%,5,,,,,,,
407,Jordon Ibe ,미드필더,2,,,2,100%,0,0,1,0,,6,5,2,0,0,,0,0,17,8.5,0,3,33%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
408,Vicente Iborra ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
409,Adam Idah ,공격수,12,,,2,,1,0,1,1,,,,,,,,,0,48,4,0,0,,,,0,0,2,1,0,0,0,0,1,0,0,0,6,2,33%,1,,,,,,,
410,Odion Ighalo ,공격수,11,,,2,,1,0,0,0,,,,,,,,,0,25,2.27,0,0,,,,0,0,1,1,0,0,0,0,1,0,0,0,7,4,57%,4,,,,,,,
411,Kelechi Iheanacho ,공격수,20,,,3,,7,3,7,6,,,,,,,,,3,267,13.35,3,2,,,,1,0,24,9,5,2,2,1,0,0.25,0,0,36,20,56%,5,,,,,,,
412,Iker Pozo ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
413,Dejan Iliev ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
414,Danny Ings ,공격수,38,,,42,,27,9,24,16,,,,,,,,,2,643,16.92,2,29,,,,3,0,36,12,22,0,13,8,6,0.58,1,0,93,38,41%,8,,,,,,,
415,Ryan Inniss ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
416,Isaac Success ,공격수,5,,,0,,0,1,0,0,,,,,,,,,0,17,3.4,0,2,,,,1,0,2,0,0,0,0,0,0,0,0,0,1,1,100%,0,,,,,,,
417,Ivan Cavaleiro ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
418,Daniel Iversen ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
419,Ivo Pinto ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
420,Alex Iwobi ,공격수,25,,,25,,5,14,10,5,,,,,,,,,0,557,22.28,2,48,,,,0,0,12,0,1,1,0,0,2,0.04,0,0,23,10,43%,3,,,,,,,
421,Jos챕 Izquierdo ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
422,Phil Jagielka ,수비수,6,0,6,5,80%,0,4,19,10,0,16,24,7,15,4,0,0,0,75,12.5,0,1,100%,0,4,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
423,Alireza Jahanbakhsh ,공격수,10,,,8,,4,3,1,0,,,,,,,,,0,112,11.2,2,24,,,,0,0,2,1,2,0,2,0,0,0.2,0,0,12,2,17%,0,,,,,,,
424,Eldin Jakupovic ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
425,Reece James ,수비수,24,4,23,36,64%,6,22,22,10,0,104,123,113,36,44,0,0,2,"1,016",42.33,6,109,24%,0,40,1,0,22,1,0,0,0,0,1,,,,,,,,,,,,,,
426,Andi Janjeva ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
427,Alexandre Jankewitz ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
428,Daryl Janmaat ,수비수,8,3,5,14,71%,2,7,19,5,0,38,22,17,2,1,1,0,1,267,33.38,1,24,29%,0,8,1,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,
429,Vincent Janssen ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
430,Vitezslav Jaros ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
431,Mile Jedinak ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
432,Carl Jenkinson ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
433,Teddy Jenks ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
434,Lukas Jensen ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
435,Jiang Guangtai ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
436,Roberto Jim챕nez ,골키퍼,8,0,17,,,,,,,,,,,,,1,2,0,203,25.38,,,,,49,0,0,0,,0,,,,,,,,,,,,36,0,8,0,1,26,41
437,Jo찾o Cancelo ,수비수,17,5,11,40,60%,3,21,16,12,0,99,104,79,19,22,0,0,0,"1,010",59.41,6,47,15%,0,38,4,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,
438,Jo찾o Moutinho ,미드필더,38,,,93,54%,5,50,17,6,,248,152,183,21,26,,0,6,"1,839",48.39,9,221,30%,5,152,7,0,40,3,1,0,1,0,0,0.03,0,1,22,6,27%,0,,,,,,,
439,Jo찾o Pedro ,공격수,3,,,0,,0,0,0,0,,,,,,,,,0,9,3,0,3,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0%,0,,,,,,,
440,Jo찾o Virg챠nia ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
441,Joel Pereira ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
442,Joelinton ,공격수,38,,,34,,12,11,30,19,,,,,,,,,2,820,21.58,3,6,,,,7,0,32,20,2,0,1,1,1,0.05,0,0,50,15,30%,8,,,,,,,
443,Viktor Johansson ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
444,Cameron John ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
445,Tyreece John-Jules ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
446,Darnell Johnson ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
447,George Johnston ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
448,Jonathan Williams ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
449,Curtis Jones ,미드필더,6,,,4,100%,1,2,0,0,,14,9,12,2,3,,0,0,123,20.5,0,0,0%,0,3,0,0,3,0,1,0,1,0,0,0.17,0,0,6,2,33%,0,,,,,,,
450,Jonny ,수비수,35,9,35,91,60%,7,53,29,12,0,158,186,211,35,51,0,1,2,"1,087",31.06,1,54,17%,1,20,4,0,34,2,2,0,2,0,0,,,,,,,,,,,,,,
451,Corey Jordan ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
452,Jorginho ,미드필더,31,,,66,61%,4,64,26,7,,247,123,151,14,39,,0,2,"2,257",72.81,6,10,10%,16,132,10,0,27,0,4,0,4,0,0,0.13,3,0,12,4,33%,0,,,,,,,
453,Joselu ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
454,Jota ,미드필더,10,,,3,33%,4,3,5,1,,26,13,25,1,2,,0,1,93,9.3,1,2,0%,2,6,0,0,6,0,0,0,0,0,0,0,0,0,6,1,17%,0,,,,,,,
455,James Justin ,수비수,13,4,14,36,47%,1,11,24,16,0,64,85,71,22,33,1,0,1,682,52.46,1,37,19%,0,20,1,0,8,1,0,0,0,0,1,,,,,,,,,,,,,,
456,Christian Kabasele ,수비수,27,6,34,37,65%,5,36,124,58,0,96,121,90,62,49,0,0,2,670,24.81,1,0,0%,0,59,1,2,22,0,0,0,0,0,0,,,,,,,,,,,,,,
457,Younes Kaboul ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
458,Sullay Kaikai ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
459,Tomas Kalas ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
460,Lovre Kalinic ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
461,Herbie Kane ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
462,N'Golo Kant챕 ,미드필더,22,,,44,45%,6,44,31,10,,158,96,138,19,32,,2,0,"1,134",51.55,1,26,42%,0,40,4,0,45,0,3,0,2,1,0,0.14,0,0,18,6,33%,1,,,,,,,
463,Bartosz Kapustka ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
464,Loris Karius ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
465,Beram Kayal ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
466,Moise Kean ,공격수,29,,,6,,5,5,1,1,,,,,,,,,2,125,4.31,5,12,,,,1,0,27,4,2,0,2,0,0,0.07,0,0,30,13,43%,4,,,,,,,
467,Michael Keane ,수비수,31,7,42,31,52%,1,44,150,91,0,127,169,121,130,90,1,0,0,"1,447",46.68,1,0,0%,2,91,3,0,20,0,2,1,1,0,1,,,,,,,,,,,,,,
468,Peter Keen ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
469,Naby Keita ,미드필더,18,,,30,47%,2,10,2,1,,82,72,44,9,10,,0,3,678,37.67,5,7,0%,5,15,1,0,9,1,2,0,2,0,0,0.11,0,0,12,7,58%,1,,,,,,,
470,Caoimhin Kelleher ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
471,Lloyd Kelly ,수비수,8,1,15,7,43%,1,6,15,5,0,42,22,31,11,20,0,1,0,201,25.13,0,6,17%,0,10,2,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,
472,Daniel Kemp ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
473,Kenedy ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
474,Jonjoe Kenny ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
475,Ryan Kent ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
476,Ki Sung-Yueng ,미드필더,3,,,1,100%,0,3,2,2,,4,8,5,2,0,,0,0,66,22,0,5,80%,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
477,Kiko Femen챠a ,수비수,28,4,46,68,56%,1,36,46,17,0,150,112,100,13,13,0,0,0,953,34.04,1,69,29%,0,37,5,0,26,1,0,0,0,0,0,,,,,,,,,,,,,,
478,Gavin Kilkenny ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
479,Maximilian Kilman ,수비수,3,0,2,4,50%,0,4,7,3,0,9,17,11,12,10,0,0,0,101,33.67,0,0,0%,0,2,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,
480,Joshua King ,공격수,26,,,16,,4,8,8,3,,,,,,,,,4,499,19.19,8,22,,,,0,0,37,7,6,0,6,0,0,0.23,3,0,26,13,50%,3,,,,,,,
481,Nya Kirby ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
